image_name,x_min,y_min,x_max,y_max,class_name
00026_B.jpg,245,135,788,282,VMS
00027.jpg,216,19,611,225,VMS
00027_B.jpg,412,19,807,225,VMS
00028.jpg,161,78,867,362,VMS
00028_B.jpg,156,78,862,362,VMS
00029.jpg,205,194,933,529,VMS
00029_B.jpg,91,194,819,529,VMS
00030.jpg,346,248,660,340,VMS
00030_B.jpg,363,248,678,340,VMS
00031.jpg,216,236,580,352,VMS
00031_B.jpg,443,236,807,352,VMS
00032.jpg,194,258,788,504,VMS
00032_B.jpg,235,258,830,504,VMS
00033.jpg,101,129,550,296,VMS
00033_B.jpg,473,129,923,296,VMS
00034.jpg,222,184,652,349,VMS
00034_B.jpg,372,184,801,349,VMS
00035.jpg,247,125,750,297,VMS
00035_B.jpg,274,125,777,297,VMS
00036.jpg,317,177,826,391,VMS
00036_B.jpg,197,177,707,391,VMS
00037.jpg,329,269,665,386,VMS
00037_B.jpg,358,269,695,386,VMS
00038.jpg,418,147,806,292,VMS
00038_B.jpg,217,147,605,292,VMS
00039.jpg,366,128,772,252,VMS
00039_B.jpg,252,128,658,252,VMS
00040.jpg,281,180,733,319,VMS
00040_B.jpg,291,180,742,319,VMS
00041.jpg,322,310,614,405,VMS
00041_B.jpg,410,310,701,405,VMS
00042.jpg,204,137,889,327,VMS
00042_B.jpg,134,137,819,327,VMS
00043.jpg,393,216,752,355,VMS
00043_B.jpg,271,216,630,355,VMS
00044.jpg,270,259,758,408,VMS
00044_B.jpg,266,259,753,408,VMS
00045.jpg,200,113,663,296,VMS
00045_B.jpg,361,113,824,296,VMS
00046.jpg,216,143,676,310,VMS
00046_B.jpg,347,143,807,310,VMS
00047.jpg,344,250,652,364,VMS
00047_B.jpg,372,250,680,364,VMS
00048.jpg,377,153,744,330,VMS
00048_B.jpg,280,153,647,330,VMS
00049.jpg,241,201,811,368,VMS
00049_B.jpg,213,201,782,368,VMS
00050.jpg,217,146,676,310,VMS
00050_B.jpg,347,146,807,310,VMS
00051.jpg,226,140,747,352,VMS
00051_B.jpg,277,140,798,352,VMS
00052.jpg,241,93,809,263,VMS
00052_B.jpg,215,93,783,263,VMS
00053.jpg,149,111,640,315,VMS
00053_B.jpg,383,111,875,315,VMS
00054.jpg,329,104,770,278,VMS
00054_B.jpg,254,104,694,278,VMS
00055.jpg,393,266,747,378,VMS
00055_B.jpg,276,266,631,378,VMS
00056.jpg,203,237,752,406,VMS
00056_B.jpg,271,237,821,406,VMS
00057.jpg,94,78,610,275,VMS
00057_B.jpg,414,78,930,275,VMS
00058.jpg,345,271,724,428,VMS
00058_B.jpg,299,271,678,428,VMS
00059.jpg,81,86,872,345,VMS
00059_B.jpg,151,86,943,345,VMS
00060.jpg,211,169,796,284,VMS
00060_B.jpg,227,169,812,284,VMS
00061.jpg,54,129,848,285,VMS
00061_B.jpg,175,129,969,285,VMS
00062.jpg,287,207,707,354,VMS
00062_B.jpg,317,207,737,354,VMS
00063.jpg,270,192,706,336,VMS
00063_B.jpg,318,192,753,336,VMS
00064.jpg,289,187,792,341,VMS
00064_B.jpg,232,187,734,341,VMS
00065.jpg,475,228,806,348,VMS
00065_B.jpg,217,228,548,348,VMS
00066.jpg,317,89,797,273,VMS
00066_B.jpg,226,89,706,273,VMS
00067.jpg,281,211,659,315,VMS
00067_B.jpg,365,211,743,315,VMS
00068.jpg,174,0,898,213,VMS
00068_B.jpg,126,0,849,213,VMS
00069.jpg,52,200,456,379,VMS
00069_B.jpg,568,200,972,379,VMS
00070.jpg,225,101,646,277,VMS
00070_B.jpg,377,101,798,277,VMS
00071.jpg,330,2,708,159,VMS
00071_B.jpg,316,2,694,159,VMS
00072.jpg,280,358,922,615,VMS
00072_B.jpg,101,358,743,615,VMS
00073.jpg,365,119,637,240,VMS
00073_B.jpg,386,119,658,240,VMS
00074.jpg,331,39,653,236,VMS
00074_B.jpg,371,39,693,236,VMS
00075.jpg,138,0,635,189,VMS
00075_B.jpg,388,0,886,189,VMS
00076.jpg,70,0,459,162,VMS
00076_B.jpg,564,0,953,162,VMS
00077.jpg,296,0,651,162,VMS
00077_B.jpg,372,0,728,162,VMS
00078.jpg,402,157,616,258,VMS
00078_B.jpg,407,157,621,258,VMS
00079.jpg,443,14,839,179,VMS
00079_B.jpg,185,14,581,179,VMS
00080.jpg,376,76,713,206,VMS
00080_B.jpg,311,76,648,206,VMS
00081.jpg,219,92,757,286,VMS
00081_B.jpg,266,92,805,286,VMS
00082.jpg,220,93,755,285,VMS
00082_B.jpg,269,93,803,285,VMS
00083.jpg,346,147,632,265,VMS
00083_B.jpg,391,147,677,265,VMS
00084.jpg,70,71,668,284,VMS
00084_B.jpg,355,71,954,284,VMS
00085.jpg,288,0,721,171,VMS
00085_B.jpg,303,0,736,171,VMS
00086.jpg,621,0,968,130,VMS
00086_B.jpg,56,0,403,130,VMS
00087.jpg,738,302,1022,457,VMS
00087_B.jpg,2,302,286,457,VMS
00088.jpg,451,138,840,289,VMS
00088_B.jpg,183,138,573,289,VMS
00089.jpg,347,14,652,132,VMS
00089_B.jpg,372,14,676,132,VMS
00090.jpg,520,131,865,268,VMS
00090_B.jpg,159,131,504,268,VMS
00091.jpg,435,0,960,186,VMS
00091_B.jpg,63,0,589,186,VMS
00092.jpg,383,135,592,231,VMS
00092_B.jpg,431,135,641,231,VMS
00093.jpg,582,115,906,252,VMS
00093_B.jpg,117,115,442,252,VMS
00094.jpg,361,113,954,341,VMS
00094_B.jpg,69,113,662,341,VMS
00095.jpg,333,86,859,283,VMS
00095_B.jpg,165,86,691,283,VMS
00096.jpg,615,147,885,283,VMS
00096_B.jpg,138,147,409,283,VMS
00097.jpg,382,172,726,317,VMS
00097_B.jpg,298,172,642,317,VMS
00098.jpg,305,151,700,326,VMS
00098_B.jpg,324,151,718,326,VMS
00099.jpg,397,68,736,214,VMS
00099_B.jpg,288,68,627,214,VMS
00100.jpg,277,4,666,129,VMS
00100_B.jpg,357,4,747,129,VMS
00101.jpg,213,0,573,113,VMS
00101_B.jpg,451,0,810,113,VMS
00102.jpg,414,86,610,179,VMS
00102_B.jpg,413,86,610,179,VMS
00103.jpg,341,0,604,107,VMS
00103_B.jpg,419,0,682,107,VMS
00104.jpg,411,0,678,100,VMS
00104_B.jpg,346,0,613,100,VMS
00105.jpg,385,39,605,150,VMS
00105_B.jpg,419,39,639,150,VMS
00106.jpg,399,62,611,165,VMS
00106_B.jpg,413,62,625,165,VMS
00107.jpg,363,9,602,128,VMS
00107_B.jpg,421,9,661,128,VMS
00108.jpg,305,54,524,144,VMS
00108_B.jpg,500,54,719,144,VMS
00109.jpg,409,56,633,156,VMS
00109_B.jpg,391,56,614,156,VMS
00110.jpg,608,39,846,182,VMS
00110_B.jpg,177,39,415,182,VMS
00111.jpg,695,36,905,152,VMS
00111_B.jpg,119,36,329,152,VMS
00112.jpg,225,64,462,182,VMS
00112_B.jpg,562,64,799,182,VMS
00113.jpg,365,44,712,199,VMS
00113_B.jpg,312,44,658,199,VMS
00114.jpg,412,164,756,292,VMS
00114_B.jpg,268,164,611,292,VMS
00115.jpg,420,93,738,231,VMS
00115_B.jpg,285,93,603,231,VMS
00116.jpg,202,4,550,150,VMS
00116_B.jpg,473,4,821,150,VMS
00117.jpg,208,185,519,288,VMS
00117_B.jpg,505,185,815,288,VMS
00118.jpg,244,126,619,270,VMS
00118_B.jpg,404,126,780,270,VMS
00119.jpg,353,44,715,197,VMS
00119_B.jpg,308,44,671,197,VMS
00120.jpg,74,15,386,160,VMS
00120_B.jpg,638,15,950,160,VMS
00121.jpg,691,87,881,184,VMS
00121_B.jpg,143,87,333,184,VMS
00122.jpg,429,104,800,231,VMS
00122_B.jpg,223,104,595,231,VMS
00123.jpg,113,88,526,224,VMS
00123_B.jpg,498,88,911,224,VMS
00124.jpg,668,39,946,182,VMS
00124_B.jpg,78,39,355,182,VMS
00125.jpg,514,91,865,264,VMS
00125_B.jpg,159,91,509,264,VMS
00126.jpg,416,22,631,130,VMS
00126_B.jpg,393,22,607,130,VMS
00127.jpg,386,78,728,226,VMS
00127_B.jpg,296,78,637,226,VMS
00128.jpg,288,17,627,173,VMS
00128_B.jpg,397,17,736,173,VMS
00129.jpg,397,138,663,258,VMS
00129_B.jpg,361,138,626,258,VMS
00130.jpg,601,61,862,193,VMS
00130_B.jpg,161,61,422,193,VMS
00131.jpg,118,52,539,250,VMS
00131_B.jpg,484,52,906,250,VMS
00132.jpg,364,31,608,141,VMS
00132_B.jpg,416,31,659,141,VMS
00133.jpg,209,46,406,157,VMS
00133_B.jpg,617,46,815,157,VMS
00134.jpg,160,72,528,267,VMS
00134_B.jpg,496,72,863,267,VMS
00135.jpg,427,20,765,182,VMS
00135_B.jpg,258,20,596,182,VMS
00136.jpg,706,8,932,132,VMS
00136_B.jpg,91,8,317,132,VMS
00137.jpg,561,0,800,117,VMS
00137_B.jpg,223,0,463,117,VMS
00138.jpg,497,7,854,177,VMS
00138_B.jpg,170,7,527,177,VMS
00139.jpg,657,127,895,263,VMS
00139_B.jpg,129,127,366,263,VMS
00140.jpg,229,0,478,116,VMS
00140_B.jpg,545,0,795,116,VMS
00141.jpg,550,87,849,245,VMS
00141_B.jpg,174,87,473,245,VMS
00142.jpg,445,145,750,280,VMS
00142_B.jpg,274,145,578,280,VMS
00143.jpg,429,65,619,156,VMS
00143_B.jpg,404,65,595,156,VMS
00144.jpg,411,88,747,236,VMS
00144_B.jpg,277,88,612,236,VMS
00145.jpg,291,33,527,135,VMS
00145_B.jpg,497,33,732,135,VMS
00146.jpg,342,138,600,267,VMS
00146_B.jpg,423,138,681,267,VMS
00147.jpg,355,167,608,285,VMS
00147_B.jpg,416,167,668,285,VMS
00148.jpg,469,128,733,250,VMS
00148_B.jpg,290,128,555,250,VMS
00149.jpg,462,207,667,305,VMS
00149_B.jpg,357,207,561,305,VMS
00150.jpg,563,87,772,180,VMS
00150_B.jpg,252,87,460,180,VMS
00151.jpg,765,189,1022,309,VMS
00151_B.jpg,2,189,258,309,VMS
00152.jpg,390,71,728,225,VMS
00152_B.jpg,295,71,634,225,VMS
00153.jpg,597,155,866,292,VMS
00153_B.jpg,157,155,426,292,VMS
00154.jpg,245,0,597,158,VMS
00154_B.jpg,426,0,778,158,VMS
00155.jpg,366,11,621,137,VMS
00155_B.jpg,402,11,657,137,VMS
00156.jpg,587,150,850,265,VMS
00156_B.jpg,174,150,437,265,VMS
00157.jpg,430,0,713,110,VMS
00157_B.jpg,310,0,593,110,VMS
00158.jpg,315,116,594,242,VMS
00158_B.jpg,429,116,709,242,VMS
00159.jpg,528,1,934,209,VMS
00159_B.jpg,89,1,495,209,VMS
00160.jpg,669,63,1013,228,VMS
00160_B.jpg,10,63,355,228,VMS
00161.jpg,363,25,611,137,VMS
00161_B.jpg,413,25,661,137,VMS
00162.jpg,-1,-1,-1,-1,-
00162_B.jpg,-1,-1,-1,-1,-
00163.jpg,-1,-1,-1,-1,-
00163_B.jpg,-1,-1,-1,-1,-
00164.jpg,-1,-1,-1,-1,-
00164_B.jpg,-1,-1,-1,-1,-
00165.jpg,-1,-1,-1,-1,-
00165_B.jpg,-1,-1,-1,-1,-
00166.jpg,-1,-1,-1,-1,-
00166_B.jpg,-1,-1,-1,-1,-
00167.jpg,-1,-1,-1,-1,-
00167_B.jpg,-1,-1,-1,-1,-
00168.jpg,-1,-1,-1,-1,-
00168_B.jpg,-1,-1,-1,-1,-
00169.jpg,-1,-1,-1,-1,-
00169_B.jpg,-1,-1,-1,-1,-
00170.jpg,-1,-1,-1,-1,-
00170_B.jpg,-1,-1,-1,-1,-
00171.jpg,-1,-1,-1,-1,-
00171_B.jpg,-1,-1,-1,-1,-
00172.jpg,-1,-1,-1,-1,-
00172_B.jpg,-1,-1,-1,-1,-
00173.jpg,-1,-1,-1,-1,-
00173_B.jpg,-1,-1,-1,-1,-
00174.jpg,-1,-1,-1,-1,-
00174_B.jpg,-1,-1,-1,-1,-
00175.jpg,-1,-1,-1,-1,-
00175_B.jpg,-1,-1,-1,-1,-
00176.jpg,-1,-1,-1,-1,-
00176_B.jpg,-1,-1,-1,-1,-
00177.jpg,-1,-1,-1,-1,-
00177_B.jpg,-1,-1,-1,-1,-
00178.jpg,-1,-1,-1,-1,-
00178_B.jpg,-1,-1,-1,-1,-
00179.jpg,-1,-1,-1,-1,-
00179_B.jpg,-1,-1,-1,-1,-
00180.jpg,-1,-1,-1,-1,-
00180_B.jpg,-1,-1,-1,-1,-
00181.jpg,-1,-1,-1,-1,-
00181_B.jpg,-1,-1,-1,-1,-
00182.jpg,-1,-1,-1,-1,-
00182_B.jpg,-1,-1,-1,-1,-
00183.jpg,-1,-1,-1,-1,-
00183_B.jpg,-1,-1,-1,-1,-
00184.jpg,-1,-1,-1,-1,-
00184_B.jpg,-1,-1,-1,-1,-
00185.jpg,-1,-1,-1,-1,-
00185_B.jpg,-1,-1,-1,-1,-
00186.jpg,-1,-1,-1,-1,-
00186_B.jpg,-1,-1,-1,-1,-
00187.jpg,-1,-1,-1,-1,-
00187_B.jpg,-1,-1,-1,-1,-
00188.jpg,-1,-1,-1,-1,-
00188_B.jpg,-1,-1,-1,-1,-
00189.jpg,-1,-1,-1,-1,-
00189_B.jpg,-1,-1,-1,-1,-
00190.jpg,-1,-1,-1,-1,-
00190_B.jpg,-1,-1,-1,-1,-
00191.jpg,-1,-1,-1,-1,-
00191_B.jpg,-1,-1,-1,-1,-
00192.jpg,-1,-1,-1,-1,-
00192_B.jpg,-1,-1,-1,-1,-
00193.jpg,-1,-1,-1,-1,-
00193_B.jpg,-1,-1,-1,-1,-
00194.jpg,-1,-1,-1,-1,-
00194_B.jpg,-1,-1,-1,-1,-
00195.jpg,-1,-1,-1,-1,-
00195_B.jpg,-1,-1,-1,-1,-
00196.jpg,-1,-1,-1,-1,-
00196_B.jpg,-1,-1,-1,-1,-
00197.jpg,-1,-1,-1,-1,-
00197_B.jpg,-1,-1,-1,-1,-
00198.jpg,-1,-1,-1,-1,-
00198_B.jpg,-1,-1,-1,-1,-
00199.jpg,-1,-1,-1,-1,-
00199_B.jpg,-1,-1,-1,-1,-
00200.jpg,-1,-1,-1,-1,-
00200_B.jpg,-1,-1,-1,-1,-
00201.jpg,-1,-1,-1,-1,-
00201_B.jpg,-1,-1,-1,-1,-
00202.jpg,-1,-1,-1,-1,-
00202_B.jpg,-1,-1,-1,-1,-
00203.jpg,-1,-1,-1,-1,-
00203_B.jpg,-1,-1,-1,-1,-
00204.jpg,-1,-1,-1,-1,-
00204_B.jpg,-1,-1,-1,-1,-
00205.jpg,-1,-1,-1,-1,-
00205_B.jpg,-1,-1,-1,-1,-
00206.jpg,-1,-1,-1,-1,-
00206_B.jpg,-1,-1,-1,-1,-
00207.jpg,-1,-1,-1,-1,-
00207_B.jpg,-1,-1,-1,-1,-
00208.jpg,-1,-1,-1,-1,-
00208_B.jpg,-1,-1,-1,-1,-
00209.jpg,-1,-1,-1,-1,-
00209_B.jpg,-1,-1,-1,-1,-
00210.jpg,-1,-1,-1,-1,-
00210_B.jpg,-1,-1,-1,-1,-
00211.jpg,-1,-1,-1,-1,-
00211_B.jpg,-1,-1,-1,-1,-
00212.jpg,-1,-1,-1,-1,-
00212_B.jpg,-1,-1,-1,-1,-
00213.jpg,-1,-1,-1,-1,-
00213_B.jpg,-1,-1,-1,-1,-
00214.jpg,-1,-1,-1,-1,-
00214_B.jpg,-1,-1,-1,-1,-
00215.jpg,-1,-1,-1,-1,-
00215_B.jpg,-1,-1,-1,-1,-
00216.jpg,-1,-1,-1,-1,-
00216_B.jpg,-1,-1,-1,-1,-
00217.jpg,-1,-1,-1,-1,-
00217_B.jpg,-1,-1,-1,-1,-
00218.jpg,-1,-1,-1,-1,-
00218_B.jpg,-1,-1,-1,-1,-
00219.jpg,-1,-1,-1,-1,-
00219_B.jpg,-1,-1,-1,-1,-
00220.jpg,-1,-1,-1,-1,-
00220_B.jpg,-1,-1,-1,-1,-
00221.jpg,-1,-1,-1,-1,-
00221_B.jpg,-1,-1,-1,-1,-
00222.jpg,-1,-1,-1,-1,-
00222_B.jpg,-1,-1,-1,-1,-
00223.jpg,-1,-1,-1,-1,-
00223_B.jpg,-1,-1,-1,-1,-
00224.jpg,-1,-1,-1,-1,-
00224_B.jpg,-1,-1,-1,-1,-
00225.jpg,-1,-1,-1,-1,-
00225_B.jpg,-1,-1,-1,-1,-
00226.jpg,-1,-1,-1,-1,-
00226_B.jpg,-1,-1,-1,-1,-
00227.jpg,-1,-1,-1,-1,-
00227_B.jpg,-1,-1,-1,-1,-
00228.jpg,-1,-1,-1,-1,-
00228_B.jpg,-1,-1,-1,-1,-
00229.jpg,-1,-1,-1,-1,-
00229_B.jpg,-1,-1,-1,-1,-
00230.jpg,-1,-1,-1,-1,-
00230_B.jpg,-1,-1,-1,-1,-
00231.jpg,-1,-1,-1,-1,-
00231_B.jpg,-1,-1,-1,-1,-
00232.jpg,-1,-1,-1,-1,-
00232_B.jpg,-1,-1,-1,-1,-
00233.jpg,-1,-1,-1,-1,-
00233_B.jpg,-1,-1,-1,-1,-
00234.jpg,-1,-1,-1,-1,-
00234_B.jpg,-1,-1,-1,-1,-
00235.jpg,-1,-1,-1,-1,-
00235_B.jpg,-1,-1,-1,-1,-
00236.jpg,-1,-1,-1,-1,-
00236_B.jpg,-1,-1,-1,-1,-
00237.jpg,-1,-1,-1,-1,-
00237_B.jpg,-1,-1,-1,-1,-
00238.jpg,-1,-1,-1,-1,-
00238_B.jpg,-1,-1,-1,-1,-
00239.jpg,-1,-1,-1,-1,-
00239_B.jpg,-1,-1,-1,-1,-
00240.jpg,-1,-1,-1,-1,-
00240_B.jpg,-1,-1,-1,-1,-
00241.jpg,-1,-1,-1,-1,-
00241_B.jpg,-1,-1,-1,-1,-
00242.jpg,-1,-1,-1,-1,-
00242_B.jpg,-1,-1,-1,-1,-
00243.jpg,-1,-1,-1,-1,-
00243_B.jpg,-1,-1,-1,-1,-
00244.jpg,-1,-1,-1,-1,-
00244_B.jpg,-1,-1,-1,-1,-
00245.jpg,-1,-1,-1,-1,-
00245_B.jpg,-1,-1,-1,-1,-
00246.jpg,-1,-1,-1,-1,-
00246_B.jpg,-1,-1,-1,-1,-
00247.jpg,-1,-1,-1,-1,-
00247_B.jpg,-1,-1,-1,-1,-
00248.jpg,-1,-1,-1,-1,-
00248_B.jpg,-1,-1,-1,-1,-
00249.jpg,-1,-1,-1,-1,-
00249_B.jpg,-1,-1,-1,-1,-
00250.jpg,-1,-1,-1,-1,-
00250_B.jpg,-1,-1,-1,-1,-
00251.jpg,-1,-1,-1,-1,-
00251_B.jpg,-1,-1,-1,-1,-
00252.jpg,-1,-1,-1,-1,-
00252_B.jpg,-1,-1,-1,-1,-
00253.jpg,-1,-1,-1,-1,-
00253_B.jpg,-1,-1,-1,-1,-
00254.jpg,-1,-1,-1,-1,-
00254_B.jpg,-1,-1,-1,-1,-
00255.jpg,-1,-1,-1,-1,-
00255_B.jpg,-1,-1,-1,-1,-
00256.jpg,-1,-1,-1,-1,-
00256_B.jpg,-1,-1,-1,-1,-
00257.jpg,-1,-1,-1,-1,-
00257_B.jpg,-1,-1,-1,-1,-
00258.jpg,-1,-1,-1,-1,-
00258_B.jpg,-1,-1,-1,-1,-
00259.jpg,-1,-1,-1,-1,-
00259_B.jpg,-1,-1,-1,-1,-
00260.jpg,-1,-1,-1,-1,-
00260_B.jpg,-1,-1,-1,-1,-
00261.jpg,-1,-1,-1,-1,-
00261_B.jpg,-1,-1,-1,-1,-
00262.jpg,-1,-1,-1,-1,-
00262_B.jpg,-1,-1,-1,-1,-
00263.jpg,-1,-1,-1,-1,-
00263_B.jpg,-1,-1,-1,-1,-
00264.jpg,-1,-1,-1,-1,-
00264_B.jpg,-1,-1,-1,-1,-
00265.jpg,-1,-1,-1,-1,-
00265_B.jpg,-1,-1,-1,-1,-
00266.jpg,-1,-1,-1,-1,-
00266_B.jpg,-1,-1,-1,-1,-
00267.jpg,-1,-1,-1,-1,-
00267_B.jpg,-1,-1,-1,-1,-
00268.jpg,-1,-1,-1,-1,-
00268_B.jpg,-1,-1,-1,-1,-
00269.jpg,-1,-1,-1,-1,-
00269_B.jpg,-1,-1,-1,-1,-
00270.jpg,-1,-1,-1,-1,-
00270_B.jpg,-1,-1,-1,-1,-
00271.jpg,-1,-1,-1,-1,-
00271_B.jpg,-1,-1,-1,-1,-
00272.jpg,-1,-1,-1,-1,-
00272_B.jpg,-1,-1,-1,-1,-
00273.jpg,-1,-1,-1,-1,-
00273_B.jpg,-1,-1,-1,-1,-
00274.jpg,-1,-1,-1,-1,-
00274_B.jpg,-1,-1,-1,-1,-
00275.jpg,-1,-1,-1,-1,-
00275_B.jpg,-1,-1,-1,-1,-
00276.jpg,-1,-1,-1,-1,-
00276_B.jpg,-1,-1,-1,-1,-
00277.jpg,-1,-1,-1,-1,-
00277_B.jpg,-1,-1,-1,-1,-
00278.jpg,-1,-1,-1,-1,-
00278_B.jpg,-1,-1,-1,-1,-
00279.jpg,-1,-1,-1,-1,-
00279_B.jpg,-1,-1,-1,-1,-
00280.jpg,-1,-1,-1,-1,-
00280_B.jpg,-1,-1,-1,-1,-
00281.jpg,-1,-1,-1,-1,-
00281_B.jpg,-1,-1,-1,-1,-
00282.jpg,-1,-1,-1,-1,-
00282_B.jpg,-1,-1,-1,-1,-
00283.jpg,-1,-1,-1,-1,-
00283_B.jpg,-1,-1,-1,-1,-
00284.jpg,-1,-1,-1,-1,-
00284_B.jpg,-1,-1,-1,-1,-
00285.jpg,-1,-1,-1,-1,-
00285_B.jpg,-1,-1,-1,-1,-
00286.jpg,-1,-1,-1,-1,-
00286_B.jpg,-1,-1,-1,-1,-
00287.jpg,-1,-1,-1,-1,-
00287_B.jpg,-1,-1,-1,-1,-
00288.jpg,-1,-1,-1,-1,-
00288_B.jpg,-1,-1,-1,-1,-
00289.jpg,-1,-1,-1,-1,-
00289_B.jpg,-1,-1,-1,-1,-
00290.jpg,-1,-1,-1,-1,-
00290_B.jpg,-1,-1,-1,-1,-
00291.jpg,-1,-1,-1,-1,-
00291_B.jpg,-1,-1,-1,-1,-
00292.jpg,-1,-1,-1,-1,-
00292_B.jpg,-1,-1,-1,-1,-
00293.jpg,-1,-1,-1,-1,-
00293_B.jpg,-1,-1,-1,-1,-
00294.jpg,-1,-1,-1,-1,-
00294_B.jpg,-1,-1,-1,-1,-
00295.jpg,-1,-1,-1,-1,-
00295_B.jpg,-1,-1,-1,-1,-
00296.jpg,-1,-1,-1,-1,-
00296_B.jpg,-1,-1,-1,-1,-
00297.jpg,-1,-1,-1,-1,-
00297_B.jpg,-1,-1,-1,-1,-
00298.jpg,-1,-1,-1,-1,-
00298_B.jpg,-1,-1,-1,-1,-
00299.jpg,-1,-1,-1,-1,-
00299_B.jpg,-1,-1,-1,-1,-
00300.jpg,-1,-1,-1,-1,-
00300_B.jpg,-1,-1,-1,-1,-
00301.jpg,-1,-1,-1,-1,-
00301_B.jpg,-1,-1,-1,-1,-
00302.jpg,-1,-1,-1,-1,-
00302_B.jpg,-1,-1,-1,-1,-
00303.jpg,-1,-1,-1,-1,-
00303_B.jpg,-1,-1,-1,-1,-
00304.jpg,-1,-1,-1,-1,-
00304_B.jpg,-1,-1,-1,-1,-
00305.jpg,-1,-1,-1,-1,-
00305_B.jpg,-1,-1,-1,-1,-
00306.jpg,-1,-1,-1,-1,-
00306_B.jpg,-1,-1,-1,-1,-
00307.jpg,-1,-1,-1,-1,-
00307_B.jpg,-1,-1,-1,-1,-
00308.jpg,-1,-1,-1,-1,-
00308_B.jpg,-1,-1,-1,-1,-
00309.jpg,-1,-1,-1,-1,-
00309_B.jpg,-1,-1,-1,-1,-
00310.jpg,-1,-1,-1,-1,-
00310_B.jpg,-1,-1,-1,-1,-
00311.jpg,-1,-1,-1,-1,-
00311_B.jpg,-1,-1,-1,-1,-
00312.jpg,-1,-1,-1,-1,-
00312_B.jpg,-1,-1,-1,-1,-
00313.jpg,-1,-1,-1,-1,-
00313_B.jpg,-1,-1,-1,-1,-
00314.jpg,-1,-1,-1,-1,-
00314_B.jpg,-1,-1,-1,-1,-
00315.jpg,-1,-1,-1,-1,-
00315_B.jpg,-1,-1,-1,-1,-
00316.jpg,-1,-1,-1,-1,-
00316_B.jpg,-1,-1,-1,-1,-
00317.jpg,-1,-1,-1,-1,-
00317_B.jpg,-1,-1,-1,-1,-
00318.jpg,-1,-1,-1,-1,-
00318_B.jpg,-1,-1,-1,-1,-
00319.jpg,-1,-1,-1,-1,-
00319_B.jpg,-1,-1,-1,-1,-
00320.jpg,-1,-1,-1,-1,-
00320_B.jpg,-1,-1,-1,-1,-
00321.jpg,-1,-1,-1,-1,-
00321_B.jpg,-1,-1,-1,-1,-
00322.jpg,-1,-1,-1,-1,-
00322_B.jpg,-1,-1,-1,-1,-
00323.jpg,-1,-1,-1,-1,-
00323_B.jpg,-1,-1,-1,-1,-
00324.jpg,-1,-1,-1,-1,-
00324_B.jpg,-1,-1,-1,-1,-
00325.jpg,-1,-1,-1,-1,-
00325_B.jpg,-1,-1,-1,-1,-
00326.jpg,-1,-1,-1,-1,-
00326_B.jpg,-1,-1,-1,-1,-
00327.jpg,-1,-1,-1,-1,-
00327_B.jpg,-1,-1,-1,-1,-
00328.jpg,-1,-1,-1,-1,-
00328_B.jpg,-1,-1,-1,-1,-
00329.jpg,-1,-1,-1,-1,-
00329_B.jpg,-1,-1,-1,-1,-
00330.jpg,-1,-1,-1,-1,-
00330_B.jpg,-1,-1,-1,-1,-
00331.jpg,-1,-1,-1,-1,-
